,base,ftune,ftunernd
2418,5.0,3.0750651,4.5300264
2419,5.0,8.821094,4.891037
2420,5.0,6.732087,4.775411
2421,5.0,8.874225,4.891037
2422,5.0,6.4839597,4.83856
2423,5.0,8.874225,4.891037
2424,5.0,8.874225,4.891037
2425,5.0,7.077943,4.891037
2426,5.0,8.874225,4.891037
2427,5.0,6.168084,4.853714
2428,5.0,8.874225,4.891037
2429,5.0,6.625058,4.8485074
2430,5.0,8.874225,4.891037
2431,5.0,8.377285,4.891037
2432,5.0,6.328958,4.891037
2433,5.0,8.022044,4.864095
2434,5.0,8.874225,4.891037
2435,5.0,6.8919454,4.891037
2436,5.0,8.874225,4.891037
2437,5.0,8.874225,4.891037
2438,5.0,7.077922,4.891037
2439,5.0,7.447336,4.891037
2440,5.0,8.874225,4.891132
2441,5.0,7.7910624,4.891037
2442,5.0,8.377285,4.891037
2443,5.0,3.5704122,4.5982213
2444,5.0,8.874225,4.891037
2445,5.0,8.874225,4.891037
2446,5.0,8.377285,4.891037
2447,5.0,7.8052607,4.891037
2448,5.0,6.3500743,4.828588
2449,5.0,8.874225,4.891037
2450,5.0,7.804307,4.8773446
2451,5.0,7.8052607,4.891037
2452,5.0,6.8052444,5.0147996
2453,5.0,8.874225,4.891037
2454,5.0,7.609944,4.891037
2455,5.0,8.874225,4.891037
2456,5.0,4.7545877,4.8752217
2457,5.0,5.7251725,4.7897844
2458,5.0,8.377285,4.891037
2459,5.0,6.781879,4.8409967
2460,5.0,6.328958,4.891037
2461,5.0,5.9377055,4.818697
2462,5.0,8.874225,4.891037
2463,5.0,7.600104,4.8932486
2464,5.0,6.4594593,4.6218414
2465,5.0,8.377285,4.891037
2466,5.0,5.358567,4.9578557
2467,5.0,7.447336,4.891037
2468,5.0,8.874225,4.891037
2469,5.0,8.313796,4.799533
2470,5.0,8.377285,4.891037
2471,5.0,8.874225,4.891037
2472,5.0,7.4494557,4.900331
2473,5.0,8.874225,4.891037
2474,5.0,6.483168,4.8999906
2475,5.0,6.6743107,4.901187
2476,5.0,6.9877515,4.768183
2477,5.0,6.2891583,4.8638015
2478,5.0,8.874225,4.891037
2479,5.0,8.874225,4.891037
2480,5.0,0.90563387,3.3829455
2481,5.0,5.448481,4.8292212
2482,5.0,8.870424,4.891037
2483,5.0,4.9939947,4.891037
2484,5.0,6.202695,4.894633
2485,5.0,6.9805093,4.891037
2486,5.0,5.745957,4.7939353
2487,5.0,5.5574,4.813682
2488,5.0,8.874225,4.891037
2489,5.0,8.377285,4.891037
2490,5.0,4.3815002,4.6386867
2491,5.0,8.026105,4.891037
2492,5.0,8.874225,4.891037
2493,5.0,7.447336,4.891037
2494,5.0,6.540372,4.891037
2495,5.0,4.3223166,4.5688863
2496,5.0,6.428951,4.891037
2497,5.0,2.8861542,3.9358156
2498,5.0,5.7887626,4.891037
2499,5.0,6.033843,4.9042606
2500,5.0,6.7979774,4.8286285
2501,5.0,6.5724654,4.801449
2502,5.0,4.1781034,4.597161
2503,5.0,8.377285,4.891037
2504,5.0,8.049671,4.891037
2505,5.0,8.049671,4.891037
2506,5.0,8.874225,4.891037
2507,5.0,4.726725,4.755751
2508,5.0,7.4748063,5.0333853
2509,5.0,5.8738384,4.869109
2510,5.0,7.8052607,4.891037
2511,5.0,7.1862335,4.891037
2512,5.0,8.874225,4.891037
2513,5.0,7.500862,4.7814727
2514,5.0,6.4830713,4.891037
2515,5.0,8.874225,4.891037
2516,5.0,6.8919454,4.891037
2517,5.0,8.049671,4.891037
2518,5.0,5.5405807,5.044391
2519,5.0,6.8107624,4.891037
2520,5.0,8.000283,4.8815293
2521,5.0,2.2324734,4.0642905
2522,5.0,8.874225,4.891037
2523,5.0,8.874225,4.891037
2524,5.0,8.874225,4.891037
2525,5.0,8.874225,4.891037
2526,5.0,5.14724,5.1173134
2527,5.0,8.377285,4.891037
2528,5.0,8.874225,4.891037
2529,5.0,2.7258837,4.4551
2530,5.0,8.874225,4.891037
2531,5.0,7.504279,4.9487295
2532,5.0,7.805308,4.898371
2533,5.0,7.63578,4.943935
2534,5.0,7.9601626,4.845868
2535,5.0,8.377285,4.891037
2536,5.0,3.410475,4.829343
2537,5.0,7.8052607,4.891037
2538,5.0,4.168021,4.501726
2539,5.0,6.5658026,4.83696
2540,5.0,8.377285,4.8910675
2541,5.0,8.874225,4.891037
2542,5.0,8.874225,4.891037
2543,5.0,7.145831,4.841389
2544,5.0,5.3550124,4.752163
2545,5.0,8.874225,4.891037
2546,5.0,7.606515,4.888404
2547,5.0,6.3794217,4.890519
2548,5.0,8.377285,4.891037
2549,5.0,7.308042,4.891037
2550,5.0,7.2509155,4.994732
2551,5.0,8.874225,4.891037
2552,5.0,3.9001527,4.2160544
2553,5.0,8.377285,4.891037
2554,5.0,7.609944,4.891037
2555,5.0,6.2257853,4.9509745
2556,5.0,8.874225,4.8910174
2557,5.0,8.874225,4.891037
2558,5.0,8.874225,4.891037
2559,5.0,5.011866,4.8097353
2560,5.0,4.7645297,5.014898
2561,5.0,8.049671,4.891037
2562,5.0,6.2352505,4.9285307
2563,5.0,8.377285,4.891037
2564,5.0,4.9453616,4.8303432
2565,5.0,7.447336,4.891037
2566,5.0,5.0546193,4.9198675
2567,5.0,6.687047,4.9304237
2568,5.0,5.5467644,4.822438
2569,5.0,7.0240264,4.8715835
2570,5.0,8.874225,4.891037
2571,5.0,7.3990617,4.9899545
2572,5.0,6.282543,4.8440795
2573,5.0,6.5097656,4.864184
2574,5.0,6.8919454,4.891037
2575,5.0,8.377285,4.891037
2576,5.0,6.352325,4.83395
2577,5.0,7.49555,5.0237713
2578,5.0,8.874225,4.891037
2579,5.0,5.5761967,4.85437
2580,5.0,3.6406264,4.7589936
2581,5.0,7.1862335,4.891037
2582,5.0,6.8919454,4.891037
2583,5.0,8.049671,4.891037
2584,5.0,4.2199984,4.681715
2585,5.0,6.328958,4.891037
2586,5.0,7.308042,4.891037
2587,5.0,8.874225,4.891037
2588,5.0,6.9379616,4.879066
2589,5.0,8.377285,4.891037
2590,5.0,8.69026,4.877107
2591,5.0,8.377285,4.891037
2592,5.0,6.8029594,4.957151
2593,5.0,8.328535,4.9266806
2594,5.0,6.8107624,4.891037
2595,5.0,8.874225,4.8645725
2596,5.0,6.666243,4.891037
2597,5.0,6.5330563,4.7094326
2598,5.0,7.413512,5.033843
2599,5.0,8.049671,4.891037
2600,5.0,7.050102,4.9080286
2601,5.0,7.1586185,4.8794336
2602,5.0,6.6662335,4.891037
2603,5.0,8.874225,4.891037
2604,5.0,6.8919454,4.891037
2605,5.0,7.80526,4.891037
2606,5.0,6.354154,4.891033
2607,5.0,8.377285,4.891037
2608,5.0,8.874225,4.891037
2609,5.0,5.430618,4.809883
2610,5.0,7.609944,4.891037
2611,5.0,8.874225,4.891037
2612,5.0,8.874225,4.891037
2613,5.0,6.8006144,4.8169928
2614,5.0,8.874225,4.891037
2615,5.0,8.049671,4.891037
2616,5.0,8.377285,4.891037
2617,5.0,8.874225,4.891037
2618,5.0,7.609944,4.891037
2619,5.0,7.030396,4.8489723
2620,5.0,6.2509365,4.827362
2621,5.0,7.5845532,4.891037
2622,5.0,8.874225,4.891037
2623,5.0,4.5040264,4.981685
2624,5.0,8.049671,4.891037
2625,5.0,8.377285,4.891037
2626,5.0,5.991074,4.8666477
2627,5.0,6.4830713,4.891037
2628,5.0,2.9831798,4.1757812
2629,5.0,4.9732857,4.8801284
2630,5.0,8.874225,4.891037
2631,5.0,5.8888516,4.84222
2632,5.0,5.006023,4.8262677
2633,5.0,8.766172,4.879961
2634,5.0,8.874225,4.891037
2635,5.0,4.447054,4.7095833
2636,5.0,8.377285,4.891037
2637,5.0,4.35681,4.5711794
2638,5.0,7.609944,4.891037
2639,5.0,3.8169649,4.767647
2640,5.0,5.6878166,4.883838
2641,5.0,8.377285,4.891037
2642,5.0,8.874225,4.908503
2643,5.0,6.0030785,4.8557253
2644,5.0,7.077943,4.891037
2645,5.0,7.2449036,4.891037
2646,5.0,4.292151,5.1369104
2647,5.0,4.1576314,4.8214784
2648,5.0,8.049671,4.904047
2649,5.0,8.874225,4.891037
2650,5.0,8.874225,4.891037
2651,5.0,8.874225,4.891037
2652,5.0,6.491395,4.904938
2653,5.0,5.719149,4.778789
2654,5.0,8.874225,4.891037
2655,5.0,8.828247,4.8997436
2656,5.0,5.3971,4.76797
2657,5.0,4.670655,4.686851
2658,5.0,7.050102,4.9080286
2659,5.0,4.1867595,4.780365
2660,5.0,6.24358,4.905036
2661,5.0,8.874225,4.891037
2662,5.0,7.7752037,4.891037
2663,5.0,6.630231,4.8910236
2664,5.0,5.5503707,4.8205895
2665,5.0,6.71051,5.208901
2666,5.0,7.447336,4.891037
2667,5.0,5.0247746,4.7932224
2668,5.0,7.8052607,4.891037
2669,5.0,6.2510777,4.9370275
2670,5.0,6.789317,4.8907876
2671,5.0,8.377285,4.891037
2672,5.0,3.9693737,4.7173595
2673,5.0,3.1555173,4.666877
2674,5.0,7.609944,4.891037
2675,5.0,7.359197,4.88216
2676,5.0,7.401682,4.882059
2677,5.0,7.0403104,4.730449
2678,5.0,8.874225,4.891037
2679,5.0,8.874225,4.891037
2680,5.0,6.2811503,4.8892226
2681,5.0,6.991739,4.868084
2682,5.0,5.8124466,4.926209
2683,5.0,8.874225,4.891037
2684,5.0,3.4533043,4.950957
2685,5.0,6.888341,4.91418
2686,5.0,8.049671,4.891037
2687,5.0,8.874225,4.891037
2688,5.0,7.8052607,4.891037
2689,5.0,6.6877894,4.8307333
2690,5.0,6.9408336,5.0272775
2691,5.0,8.049671,4.891037
2692,5.0,3.7742224,4.860221
2693,5.0,4.078712,4.483341
2694,5.0,5.846021,4.791308
2695,5.0,8.874225,4.891037
2696,5.0,8.874225,4.891037
2697,5.0,7.8052607,4.891037
2698,5.0,3.7280948,4.531631
2699,5.0,6.7079244,4.8378263
2700,5.0,3.9236064,4.7455544
2701,5.0,8.049671,4.891037
2702,5.0,5.4445467,4.885448
2703,5.0,8.874225,4.891037
2704,5.0,7.0476913,4.897145
2705,5.0,8.049671,4.891037
2706,5.0,8.049671,4.891037
2707,5.0,8.874225,4.891037
2708,5.0,8.049642,4.891037
2709,5.0,8.024379,4.8806
2710,5.0,6.418008,4.826976
2711,5.0,8.049671,4.891037
2712,5.0,8.377285,4.891037
2713,5.0,8.050126,4.9280906
2714,5.0,5.7535095,4.8365417
2715,5.0,6.8972983,4.9169974
2716,5.0,6.6321664,4.8108945
2717,5.0,8.377285,4.891037
2718,5.0,7.077943,4.891037
2719,5.0,8.874225,4.891037
2720,5.0,6.302413,4.9006777
2721,5.0,8.377285,4.891037
2722,5.0,6.684986,5.1130133
2723,5.0,5.601804,4.9395275
2724,5.0,7.9044247,4.769285
2725,5.0,7.609944,4.891037
2726,5.0,6.992567,4.891345
2727,5.0,5.4073753,4.7905993
2728,5.0,8.049671,4.891037
2729,5.0,8.351776,4.8910556
2730,5.0,8.049671,4.891037
2731,5.0,8.875816,4.922932
2732,5.0,8.845018,4.890872
2733,5.0,5.8977847,5.0521865
2734,5.0,8.874225,4.891037
2735,5.0,6.0078497,4.891037
2736,5.0,4.6711006,4.7301536
2737,5.0,8.874225,4.891037
2738,5.0,4.9140825,4.7852373
2739,5.0,8.874225,4.891037
2740,5.0,8.049671,4.891037
2741,5.0,3.4678314,4.875202
2742,5.0,6.9978695,4.8851085
2743,5.0,8.0933485,5.052884
2744,5.0,7.447336,4.891037
2745,5.0,8.049671,4.891037
2746,5.0,8.377285,4.891037
2747,5.0,6.1192455,4.9325986
2748,5.0,8.874225,4.891037
2749,5.0,8.874225,4.891037
2750,5.0,5.7617917,4.8559337
2751,5.0,2.9457526,4.418238
2752,5.0,5.1975293,5.102416
2753,5.0,6.6590405,4.9604645
2754,5.0,7.8052607,4.891037
2755,5.0,7.577369,4.88785
2756,5.0,6.5161667,4.891037
2757,5.0,8.377285,4.891037
2758,5.0,8.765152,4.8318477
2759,5.0,3.9639556,4.645161
2760,5.0,6.917068,4.8494573
2761,5.0,6.6563334,4.8910365
2762,5.0,7.8282027,4.9098954
2763,5.0,5.1901646,4.7879252
2764,5.0,8.874225,4.891037
2765,5.0,5.249803,4.9035263
2766,5.0,6.093164,4.6928473
2767,5.0,6.3039002,5.0564623
2768,5.0,3.509508,4.697861
2769,5.0,2.9026074,4.0039954
2770,5.0,4.529219,4.79188
2771,5.0,8.874225,4.891037
2772,5.0,7.4502864,4.8648915
2773,5.0,8.377285,4.891037
2774,5.0,6.428951,4.891037
2775,5.0,8.874225,4.891037
2776,5.0,7.1590466,4.757944
2777,5.0,8.377285,4.891037
2778,5.0,8.874225,4.891037
2779,5.0,5.901912,4.6273794
2780,5.0,8.377285,4.891037
2781,5.0,5.8474216,4.6865835
2782,5.0,6.077152,4.644537
2783,5.0,7.452083,4.92815
2784,5.0,8.291328,4.8763633
2785,5.0,5.0918946,4.7880588
2786,5.0,4.8201475,4.8875337
2787,5.0,2.5658672,4.339492
2788,5.0,5.5966034,4.817067
2789,5.0,8.382364,4.922216
2790,5.0,4.849933,4.4546895
2791,5.0,7.8052607,4.891037
2792,5.0,7.9887476,4.9382787
2793,5.0,7.1037726,4.8889256
2794,5.0,4.194311,4.9621544
2795,5.0,6.540372,4.891037
2796,5.0,6.9294844,4.8155837
2797,5.0,4.2087164,4.4437265
2798,5.0,8.377285,4.891037
2799,5.0,8.023109,4.890918
2800,5.0,8.874225,4.891037
2801,5.0,8.874225,4.891037
2802,5.0,5.501737,5.1603427
2803,5.0,4.499436,4.7554617
2804,5.0,8.874225,4.891037
2805,5.0,8.377285,4.891037
2806,5.0,5.231635,4.8309574
2807,5.0,7.5006046,4.8522296
2808,5.0,4.770697,4.627982
2809,5.0,6.8919454,4.891037
2810,5.0,6.2182727,4.874022
2811,5.0,8.874225,4.891037
2812,5.0,5.203322,5.353292
2813,5.0,4.914791,5.222466
2814,5.0,8.874225,4.891037
2815,5.0,5.170018,4.8063126
2816,5.0,6.6424413,4.867574
2817,5.0,5.884328,4.895661
2818,5.0,6.72359,4.849592
2819,5.0,6.9805093,4.891037
2820,5.0,2.9552605,4.5661716
2821,5.0,4.0146785,4.831415
2822,5.0,8.874225,4.891037
2823,5.0,4.308785,5.1149526
2824,5.0,6.9805093,4.891037
2825,5.0,8.874225,4.891072
2826,5.0,6.584641,4.8909173
2827,5.0,7.447336,4.891037
2828,5.0,6.4079328,4.8388968
2829,5.0,8.874225,4.891037
2830,5.0,7.447336,4.891037
2831,5.0,6.285451,4.8187237
2832,5.0,8.874225,4.891037
2833,5.0,7.963331,5.080394
2834,5.0,8.874225,4.891037
2835,5.0,8.049671,4.891037
2836,5.0,8.377285,4.891037
2837,5.0,8.874225,4.891037
2838,5.0,7.609944,4.891037
2839,5.0,8.874225,4.891037
2840,5.0,8.049671,4.891037
2841,5.0,6.0078497,4.891037
2842,5.0,8.874225,4.891037
2843,5.0,8.874225,4.891037
2844,5.0,6.494995,4.701107
2845,5.0,8.874225,4.891037
2846,5.0,8.377285,4.891037
2847,5.0,6.895017,4.721115
2848,5.0,8.874225,4.891037
2849,5.0,7.165837,4.8687844
2850,5.0,5.979232,4.822093
2851,5.0,6.136073,5.198941
2852,5.0,5.862525,4.812618
2853,5.0,6.8107624,4.891037
2854,5.0,3.7414346,5.054492
2855,5.0,1.2542493,3.3628554
2856,5.0,2.5550175,4.20245
2857,5.0,8.874225,4.891037
2858,5.0,7.8052607,4.891037
2859,5.0,7.308042,4.899738
2860,5.0,8.049671,4.891037
2861,5.0,5.2972045,4.9452085
2862,5.0,3.8001113,4.92192
2863,5.0,6.810218,5.0684032
2864,5.0,7.5085206,4.8226666
2865,5.0,8.874225,4.891037
2866,5.0,6.171081,4.817746
2867,5.0,2.9041977,4.891037
2868,5.0,8.049671,4.891037
2869,5.0,8.049671,4.891037
2870,5.0,8.377285,4.891037
2871,5.0,7.2449036,4.891037
2872,5.0,7.447336,4.891037
2873,5.0,4.532759,4.977208
2874,5.0,3.4496188,4.9534354
2875,5.0,6.8914804,4.899959
2876,5.0,6.1052055,4.799107
2877,5.0,7.7148285,4.8969946
2878,5.0,8.049671,4.891037
2879,5.0,8.874225,4.891037
2880,5.0,5.486366,4.9404716
2881,5.0,7.609944,4.891037
2882,5.0,6.089746,4.7562833
2883,5.0,8.377285,4.891037
2884,5.0,7.308042,4.891037
2885,5.0,8.874225,4.891037
2886,5.0,8.874225,4.891037
2887,5.0,8.874225,4.891037
2888,5.0,3.9336185,4.91011
2889,5.0,8.874225,4.891037
2890,5.0,8.874225,4.891037
2891,5.0,8.049671,4.891037
2892,5.0,8.874225,4.891037
2893,5.0,8.377285,4.891037
2894,5.0,7.077943,4.891037
2895,5.0,7.308042,4.891037
2896,5.0,5.7325487,4.8905196
2897,5.0,6.763188,4.8328633
2898,5.0,8.874225,4.891037
2899,5.0,8.377285,4.891037
2900,5.0,8.874225,4.891037
2901,5.0,7.8052607,4.891037
2902,5.0,6.3291674,4.8910313
2903,5.0,8.874225,4.891037
2904,5.0,4.700438,4.835337
2905,5.0,6.5656257,5.1618505
2906,5.0,8.874225,4.891037
2907,5.0,4.5807076,4.682935
2908,5.0,8.377285,4.891037
2909,5.0,8.874225,4.891037
2910,5.0,4.7852397,4.816172
2911,5.0,8.377285,4.891037
2912,5.0,2.3981266,4.265923
2913,5.0,7.609944,4.891037
2914,5.0,8.377285,4.891037
2915,5.0,7.539579,4.8692794
2916,5.0,5.933649,4.7801685
2917,5.0,8.340431,4.891037
2918,5.0,4.9442816,4.9080186
2919,5.0,8.874225,4.891037
2920,5.0,8.377285,4.891037
2921,5.0,8.377285,4.891037
2922,5.0,4.6173043,4.6392894
2923,5.0,7.154723,4.8353496
2924,5.0,5.4028087,4.8575044
2925,5.0,8.874225,4.891037
2926,5.0,6.225455,4.8831954
2927,5.0,5.2321396,4.8875656
2928,5.0,7.8052607,4.891037
2929,5.0,7.944417,4.747836
2930,5.0,8.301803,4.8741198
2931,5.0,6.428951,4.891037
2932,5.0,7.6099944,4.891094
2933,5.0,8.874225,4.891037
2934,5.0,7.8302402,4.9363575
2935,5.0,8.049671,4.891559
2936,5.0,8.874225,4.891037
2937,5.0,8.874225,4.891037
2938,5.0,4.3182955,4.7579145
2939,5.0,5.5685177,4.7436275
2940,5.0,8.874225,4.891037
2941,5.0,4.3637195,4.905198
2942,5.0,7.8052607,4.891037
2943,5.0,5.112019,4.63746
2944,5.0,6.1552353,4.891037
2945,5.0,6.482892,4.891037
2946,5.0,5.877155,4.844054
2947,5.0,6.8107624,4.891037
2948,5.0,7.039001,4.8835354
2949,5.0,4.652932,4.792747
2950,5.0,8.081986,4.938665
2951,5.0,8.874225,4.891037
2952,5.0,6.1552353,4.8917017
2953,5.0,6.1140985,4.9499907
2954,5.0,5.2233014,4.7878485
2955,5.0,4.149415,4.6583433
2956,5.0,8.874225,4.891037
2957,5.0,8.874225,4.891037
2958,5.0,8.049671,4.891037
2959,5.0,7.603813,4.876254
2960,5.0,8.049671,4.891037
2961,5.0,5.7936563,4.891021
2962,5.0,3.9312382,4.8434467
2963,5.0,8.874225,4.891037
2964,5.0,6.188957,4.9215426
2965,5.0,8.377285,4.891037
2966,5.0,7.8052607,4.891037
2967,5.0,8.874225,4.891037
2968,5.0,4.268326,4.5263247
2969,5.0,5.009085,4.8950405
2970,5.0,5.5206995,4.8905563
2971,5.0,8.874225,4.891037
2972,5.0,3.338783,4.6642647
2973,5.0,6.2825174,4.891037
2974,5.0,2.6107438,4.808905
2975,5.0,8.874225,4.891037
2976,5.0,8.338555,4.847256
2977,5.0,7.049789,4.962883
2978,5.0,6.0316777,4.852368
2979,5.0,7.185888,4.891037
2980,5.0,6.2909117,4.895011
2981,5.0,4.783065,5.249492
2982,5.0,2.9650357,4.18463
2983,5.0,6.371849,4.910328
2984,5.0,4.065336,4.6529546
2985,5.0,4.43651,4.8046856
2986,5.0,7.814203,4.8324685
2987,5.0,3.1853287,4.546523
2988,5.0,7.4255095,4.9383354
2989,5.0,3.2759182,4.846431
2990,5.0,8.874225,4.891037
2991,5.0,6.7358103,4.891037
2992,5.0,8.377285,4.891037
2993,5.0,7.447336,4.891037
2994,5.0,8.874225,4.891037
2995,5.0,8.874225,4.891037
2996,5.0,4.6853256,4.623653
2997,5.0,8.049671,4.891037
2998,5.0,8.874225,4.891037
2999,5.0,3.6557486,4.7374196
3000,5.0,6.3902173,4.770148
3001,5.0,4.028932,4.6676545
3002,5.0,6.661227,4.757613
3003,5.0,8.049732,4.891037
3004,5.0,6.276835,4.600541
3005,5.0,3.4917474,4.369992
3006,5.0,8.874225,4.891037
3007,5.0,8.377285,4.891037
3008,5.0,8.874225,4.891037
3009,5.0,8.049739,4.9236674
3010,5.0,7.417118,4.8891287
3011,5.0,5.690167,4.7169905
3012,5.0,5.824899,4.8387465
3013,5.0,3.8306253,5.1438136
3014,5.0,8.874225,4.891037
3015,5.0,6.6012974,4.891037
3016,5.0,7.186148,4.891037
3017,5.0,6.055785,4.7475467
3018,5.0,8.874225,4.891037
3019,5.0,8.874225,4.891037
3020,5.0,6.540372,4.891051
3021,5.0,8.350608,4.891037
3022,5.0,4.9165387,4.9546256
3023,5.0,5.347641,4.8775177
3024,5.0,2.7050974,4.651339
3025,5.0,8.049671,4.891037
3026,5.0,3.4256568,4.598034
3027,5.0,8.377285,4.891037
3028,5.0,8.874225,4.891037
3029,5.0,6.8919454,4.891037
3030,5.0,8.802269,4.837847
3031,5.0,5.381233,4.5981197
3032,5.0,8.874225,4.891037
3033,5.0,8.049671,4.891037
3034,5.0,5.6249685,4.750486
3035,5.0,8.377285,4.891037
3036,5.0,7.1862335,4.891037
3037,5.0,1.9356184,3.918145
3038,5.0,8.377285,4.891037
3039,5.0,7.1862335,4.891037
3040,5.0,8.049671,4.891037
3041,5.0,8.377285,4.891037
3042,5.0,3.1072628,4.414469
3043,5.0,7.261719,4.91269
3044,5.0,8.874225,4.891037
3045,5.0,8.874225,4.891037
3046,5.0,4.897109,4.612027
3047,5.0,5.162103,4.921674
3048,5.0,8.874225,4.891037
3049,5.0,5.9149213,4.751795
3050,5.0,8.046415,4.891037
3051,5.0,8.874225,4.878066
3052,5.0,5.149961,4.8117747
3053,5.0,3.4921045,4.5955467
3054,5.0,8.874225,4.891037
3055,5.0,3.9379542,4.553489
3056,5.0,4.6709476,4.5974855
3057,5.0,5.1209335,5.0542393
3058,5.0,8.874225,4.891037
3059,5.0,7.1789374,4.8114133
3060,5.0,4.6712537,4.5996985
3061,5.0,8.377285,4.891037
3062,5.0,6.663456,5.102528
3063,5.0,5.7859488,4.7806225
3064,5.0,7.308042,4.891037
3065,5.0,5.030021,4.880355
3066,5.0,8.874225,4.891037
3067,5.0,8.874225,4.891037
3068,5.0,6.9804764,4.891037
3069,5.0,8.377285,4.8920608
3070,5.0,5.3682303,4.682212
3071,5.0,8.049671,4.891037
3072,5.0,7.886294,4.817776
3073,5.0,6.2057714,4.5684175
3074,5.0,6.2394986,4.752083
3075,5.0,7.447336,4.891037
3076,5.0,8.37707,4.891037
3077,5.0,3.6569753,5.118483
3078,5.0,7.361475,4.9082737
3079,5.0,3.2184393,4.1996536
3080,5.0,8.049671,4.891037
3081,5.0,8.874225,4.891037
3082,5.0,5.272402,4.84756
3083,5.0,7.8052607,4.891037
3084,5.0,2.4698489,4.052701
3085,5.0,8.874225,4.891037
3086,5.0,3.551483,4.5676856
3087,5.0,5.618559,4.9142113
3088,5.0,6.7358117,4.891037
3089,5.0,5.4405723,4.826773
3090,5.0,5.638109,4.8212504
3091,5.0,6.6086354,4.941379
3092,5.0,3.366345,4.89496
3093,5.0,8.874225,4.891037
3094,5.0,7.4144344,4.891037
3095,5.0,8.874225,4.891037
3096,5.0,4.4009132,5.177614
3097,5.0,4.4230905,4.945041
3098,5.0,3.032763,3.901468
3099,5.0,7.59817,4.898982
3100,5.0,8.874225,4.891037
3101,5.0,5.241242,4.8692274
3102,5.0,8.049671,4.918204
3103,5.0,6.53708,5.0960517
3104,5.0,6.9096546,4.960736
3105,5.0,4.1743336,4.6930866
3106,5.0,7.609944,4.891037
3107,5.0,7.8052607,4.891037
3108,5.0,8.874225,4.891037
3109,5.0,6.907977,4.9983125
3110,5.0,4.9981666,4.3537326
3111,5.0,6.2371564,4.7377973
3112,5.0,7.447336,4.891037
3113,5.0,6.8777437,4.810994
3114,5.0,7.8052607,4.891037
3115,5.0,1.8026689,3.9182267
3116,5.0,8.377285,4.8850164
3117,5.0,7.8052607,4.891037
3118,5.0,7.1862335,4.891037
3119,5.0,4.540433,4.5951667
3120,5.0,8.377285,4.891037
3121,5.0,8.049671,4.891037
3122,5.0,8.049671,4.891037
3123,5.0,8.349722,4.8453965
3124,5.0,5.841868,4.741614
3125,5.0,4.149254,4.7843494
3126,5.0,8.874225,4.891037
3127,5.0,8.874225,4.891037
3128,5.0,8.874225,4.891037
3129,5.0,8.874225,4.891037
3130,5.0,4.735031,4.514465
3131,5.0,7.308042,4.891037
3132,5.0,5.7656245,4.77021
3133,5.0,4.0282354,4.747371
3134,5.0,6.639622,5.20314
3135,5.0,6.9317694,4.9459686
3136,5.0,4.9462686,4.739553
3137,5.0,4.1917105,4.7313185
3138,5.0,5.655795,5.0169606
3139,5.0,7.379138,4.914917
3140,5.0,5.6551533,4.976916
3141,5.0,4.940668,4.7099233
3142,5.0,2.6050794,4.0766015
3143,5.0,8.874225,4.891037
3144,5.0,8.377285,4.891037
3145,5.0,3.818502,4.653051
3146,5.0,7.308042,4.891037
3147,5.0,8.874225,4.891037
3148,5.0,4.0439067,4.4381785
3149,5.0,8.377285,4.891037
3150,5.0,6.9954286,4.660522
3151,5.0,6.7368007,4.918882
3152,5.0,8.874225,4.891037
3153,5.0,8.049671,4.891037
3154,5.0,5.230471,4.837956
3155,5.0,7.063309,4.798111
3156,5.0,6.1126738,4.94462
3157,5.0,8.690182,4.860965
3158,5.0,7.1862335,4.891037
3159,5.0,4.8583035,5.243077
3160,5.0,7.609944,4.891037
3161,5.0,5.6387916,4.8411818
3162,5.0,3.6796513,5.061809
3163,5.0,3.560961,4.142103
3164,5.0,8.874225,4.891037
3165,5.0,7.447336,4.891037
3166,5.0,2.6205573,3.872539
3167,5.0,7.1862335,4.891037
3168,5.0,7.9157333,5.0684876
3169,5.0,5.4273634,4.7257185
3170,5.0,8.049671,4.891037
3171,5.0,7.308042,4.889499
3172,5.0,8.049671,4.890921
3173,5.0,6.315657,5.028522
3174,5.0,6.8107624,4.891037
3175,5.0,6.8105707,4.891037
3176,5.0,6.7417593,4.8734107
3177,5.0,7.447336,4.891037
3178,5.0,5.850242,4.892219
3179,5.0,6.4176083,4.89021
3180,5.0,3.5918598,3.5938034
3181,5.0,8.049671,4.89112
3182,5.0,8.874225,4.891037
3183,5.0,3.862239,4.2540946
3184,5.0,7.05294,4.88417
3185,5.0,8.377285,4.891037
3186,5.0,7.2036085,5.1318116
3187,5.0,6.1219993,4.856697
3188,5.0,6.7306566,4.9528985
3189,5.0,7.308042,4.891037
3190,5.0,8.874225,4.891037
3191,5.0,6.183461,4.7081175
3192,5.0,7.069959,4.8627806
3193,5.0,3.270013,4.4907594
3194,5.0,8.049671,4.891037
3195,5.0,6.8676305,4.891037
3196,5.0,7.49066,4.8234935
3197,5.0,7.610358,4.8910627
3198,5.0,8.377285,4.875985
3199,5.0,6.428233,4.891037
3200,5.0,7.447336,4.891037
3201,5.0,6.003825,5.06058
3202,5.0,6.956738,4.9289474
3203,5.0,8.377285,4.891037
3204,5.0,8.049671,4.891037
3205,5.0,8.874225,4.891037
3206,5.0,5.9722323,4.8033805
3207,5.0,7.447336,4.891037
3208,5.0,4.4674773,4.5254483
3209,5.0,4.8542724,4.7244387
3210,5.0,8.874225,4.891037
