,base,ftune,ftunernd
4764,5.0,7.609944,4.891037
4765,5.0,7.6105747,4.9207816
4766,5.0,6.8917804,4.891037
4767,5.0,8.289743,4.8907375
4768,5.0,8.823862,4.861446
4769,5.0,7.0210066,4.877907
4770,5.0,8.049671,4.891037
4771,5.0,8.874225,4.891037
4772,5.0,8.874225,4.891037
4773,5.0,7.2808356,4.807329
4774,5.0,8.377285,4.891037
4775,5.0,5.7119155,4.742958
4776,5.0,7.6901984,4.750013
4777,5.0,7.3005395,4.966905
4778,5.0,6.328958,4.891037
4779,5.0,6.574554,4.9286036
4780,5.0,6.678427,4.8902636
4781,5.0,5.5486774,4.8821692
4782,5.0,8.024971,4.891037
4783,5.0,7.8052607,4.891037
4784,5.0,7.609944,4.891037
4785,5.0,5.796661,4.496
4786,5.0,6.8111205,4.589019
4787,5.0,8.874225,4.891037
4788,5.0,8.874225,4.891037
4789,5.0,8.856207,4.862378
4790,5.0,6.7183027,4.8118153
4791,5.0,8.049671,4.891037
4792,5.0,8.874225,4.891037
4793,5.0,8.874225,4.891037
4794,5.0,7.8052607,4.891037
4795,5.0,6.8919454,4.891037
4796,5.0,4.4792004,4.6821213
4797,5.0,7.7826033,4.997435
4798,5.0,4.4270434,4.6519833
4799,5.0,4.9869843,4.7908835
4800,5.0,6.675129,4.762087
4801,5.0,8.874225,4.891037
4802,5.0,4.8274345,4.18487
4803,5.0,7.081188,4.8302703
4804,5.0,8.058825,4.999922
4805,5.0,6.352352,4.8906813
4806,5.0,6.428951,4.8947144
4807,5.0,7.609944,4.891037
4808,5.0,5.5267615,4.6885014
4809,5.0,6.428886,4.891037
4810,5.0,8.049671,4.891037
4811,5.0,8.377285,4.891072
4812,5.0,3.7041748,4.7205606
4813,5.0,5.851138,4.7769384
4814,5.0,8.874225,4.891037
4815,5.0,8.874225,4.891037
4816,5.0,7.271501,4.891009
4817,5.0,8.050074,4.941082
4818,5.0,7.1862335,4.891037
4819,5.0,7.338231,4.9053874
4820,5.0,8.377285,4.891037
4821,5.0,5.992942,4.891037
4822,5.0,8.874225,4.891037
4823,5.0,8.874225,4.891037
4824,5.0,8.874225,4.891037
4825,5.0,8.874225,4.891037
4826,5.0,8.874225,4.891037
4827,5.0,7.1502347,4.908338
4828,5.0,7.5294433,4.806049
4829,5.0,8.827543,4.880751
4830,5.0,5.953338,4.900327
4831,5.0,4.353132,4.9073563
4832,5.0,8.874225,4.891037
4833,5.0,8.874225,4.891037
4834,5.0,8.377285,4.891037
4835,5.0,8.874225,4.891037
4836,5.0,8.3773775,4.8911343
4837,5.0,3.6238987,4.297856
4838,5.0,8.874225,4.891037
4839,5.0,7.447336,4.891037
4840,5.0,7.3261905,4.8396163
4841,5.0,8.016415,4.89338
4842,5.0,4.8158417,4.815171
4843,5.0,7.8052607,4.9209247
4844,5.0,8.874225,4.891037
4845,5.0,8.874225,4.891037
4846,5.0,5.8441086,4.753742
4847,5.0,8.377285,4.891037
4848,5.0,7.237403,4.8781977
4849,5.0,8.049671,4.891037
4850,5.0,7.7368937,5.0119724
4851,5.0,8.874225,4.891037
4852,5.0,6.9805093,4.891055
4853,5.0,5.6216927,4.9435673
4854,5.0,3.1977208,4.463882
4855,5.0,8.874225,4.891037
4856,5.0,7.8052607,4.861459
4857,5.0,8.377408,4.891037
4858,5.0,8.874225,4.891037
4859,5.0,6.4757295,4.891037
4860,5.0,4.616399,4.719027
4861,5.0,5.467406,4.850127
4862,5.0,8.049583,4.891037
4863,5.0,8.354364,4.891037
4864,5.0,6.185063,4.814392
4865,5.0,5.5225635,4.7835903
4866,5.0,8.347688,4.885164
4867,5.0,3.7430012,4.5896745
4868,5.0,8.874225,4.891037
4869,5.0,5.0024896,4.734622
4870,5.0,6.019569,5.005449
4871,5.0,3.921228,4.63843
4872,5.0,8.049671,4.891037
4873,5.0,8.049671,4.891037
4874,5.0,4.877193,4.790434
4875,5.0,4.4293075,4.678211
4876,5.0,3.8704617,4.6503253
4877,5.0,5.120505,4.6018486
4878,5.0,6.6919837,4.7925425
4879,5.0,7.284447,4.86879
4880,5.0,6.4298425,4.8676653
4881,5.0,8.874225,4.891037
4882,5.0,8.874225,4.891037
4883,5.0,4.4508367,4.6345496
4884,5.0,8.350019,4.891037
4885,5.0,6.571932,4.808943
4886,5.0,8.049671,4.891037
4887,5.0,6.1162553,4.891037
4888,5.0,8.874225,4.891037
4889,5.0,8.874225,4.891037
4890,5.0,5.8018613,4.908708
4891,5.0,8.874225,4.891037
4892,5.0,8.874225,4.891037
4893,5.0,2.0568135,3.9797
4894,5.0,5.019848,5.0153117
4895,5.0,8.377285,4.891037
4896,5.0,5.4138374,5.1278276
4897,5.0,5.787232,5.1156054
4898,5.0,8.874225,4.891037
4899,5.0,3.7166963,5.01938
4900,5.0,6.8142095,4.8912687
4901,5.0,8.874225,4.891037
4902,5.0,4.84841,4.7244697
4903,5.0,8.874225,4.891037
4904,5.0,7.609944,4.891037
4905,5.0,7.308052,4.8910704
4906,5.0,8.049671,4.891037
4907,5.0,8.874225,4.891037
4908,5.0,6.5440764,4.8864985
4909,5.0,8.874225,4.891037
4910,5.0,6.4496,4.88314
4911,5.0,6.9212117,4.9868407
4912,5.0,7.8321996,4.9192967
4913,5.0,8.874225,4.891037
4914,5.0,8.874225,4.891037
4915,5.0,5.449973,4.6909556
4916,5.0,8.377285,4.891037
4917,5.0,8.049671,4.891037
4918,5.0,8.049671,4.891037
4919,5.0,8.874225,4.911022
4920,5.0,6.6012974,4.891037
4921,5.0,8.377285,4.891037
4922,5.0,7.8052607,4.891037
4923,5.0,8.049671,4.891037
4924,5.0,8.02864,4.891037
4925,5.0,8.874225,4.891037
4926,5.0,8.049671,4.891037
4927,5.0,6.0764394,4.8824873
4928,5.0,6.1702113,4.887586
4929,5.0,7.447336,4.891037
4930,5.0,6.8107624,4.891037
4931,5.0,7.5169177,4.8576226
4932,5.0,8.874225,4.891037
4933,5.0,8.874225,4.891037
4934,5.0,8.392963,4.8911066
4935,5.0,6.21947,4.8863044
4936,5.0,8.874225,4.891037
4937,5.0,8.874225,4.891037
4938,5.0,8.35003,4.891037
4939,5.0,8.874225,4.891037
4940,5.0,8.377285,4.891037
4941,5.0,7.078003,4.908816
4942,5.0,8.874225,4.891037
4943,5.0,8.874225,4.891037
4944,5.0,6.20587,4.84659
4945,5.0,6.016744,4.693171
4946,5.0,6.6488147,4.875405
4947,5.0,7.3089895,4.957363
4948,5.0,8.874225,4.891037
4949,5.0,7.472372,4.7822495
4950,5.0,3.417189,4.6319814
4951,5.0,1.7847035,3.9560394
4952,5.0,6.8163857,4.653552
4953,5.0,8.874225,4.891037
4954,5.0,7.449173,4.793791
4955,5.0,8.377285,4.891037
4956,5.0,8.049676,4.924636
4957,5.0,8.049671,4.891037
4958,5.0,5.7324443,4.8404126
4959,5.0,6.1356406,4.828918
4960,5.0,7.7936387,4.862564
4961,5.0,7.447336,4.891037
4962,5.0,7.8052607,4.891037
4963,5.0,6.731796,4.9530835
4964,5.0,8.874225,4.891037
4965,5.0,7.078517,4.8911214
4966,5.0,8.049671,4.891037
4967,5.0,5.337904,4.781713
4968,5.0,7.52208,5.1360703
4969,5.0,6.534421,4.97103
4970,5.0,6.2715235,4.7963343
4971,5.0,6.1014037,4.707545
4972,5.0,4.004994,4.6738267
4973,5.0,7.8052607,4.891037
4974,5.0,8.237638,4.8405814
4975,5.0,5.4306064,4.891037
4976,5.0,7.077943,4.891037
4977,5.0,6.7358117,4.891037
4978,5.0,2.8902316,3.8993843
4979,5.0,8.874225,4.891037
4980,5.0,7.0650725,4.9007654
4981,5.0,4.4159107,4.8101225
4982,5.0,7.13722,4.7934604
4983,5.0,8.874225,4.891037
4984,5.0,2.6128044,3.835355
4985,5.0,4.679285,4.9654794
4986,5.0,5.943422,4.866844
4987,5.0,5.469269,4.891037
4988,5.0,8.874225,4.891037
4989,5.0,5.060519,4.7686377
4990,5.0,3.531487,5.0042634
4991,5.0,8.874225,4.891037
4992,5.0,8.874225,4.891037
4993,5.0,2.784863,3.886497
4994,5.0,8.874225,4.891037
4995,5.0,6.1503835,4.891037
4996,5.0,5.662944,4.8986936
4997,5.0,6.4432216,4.8064666
4998,5.0,8.818782,4.8909993
4999,5.0,7.447336,4.891037
5000,5.0,8.845441,4.891037
5001,5.0,7.8873525,4.9250355
5002,5.0,3.998871,4.619636
5003,5.0,8.840308,4.891037
5004,5.0,8.377285,4.891037
5005,5.0,7.7541437,4.8308167
5006,5.0,6.045095,4.8055587
5007,5.0,7.0474973,4.891094
5008,5.0,8.874225,4.891037
5009,5.0,4.502307,4.506638
5010,5.0,8.049671,4.891037
5011,5.0,8.874225,4.891037
5012,5.0,8.377285,4.891037
5013,5.0,7.778518,4.8910275
5014,5.0,8.874225,4.891037
5015,5.0,8.874225,4.891037
5016,5.0,7.8052607,4.891037
5017,5.0,8.900914,4.9037275
5018,5.0,7.0898247,4.8914742
5019,5.0,8.874225,4.891037
5020,5.0,8.041654,4.891037
5021,5.0,7.073743,4.8892965
5022,5.0,2.9788947,3.9770253
5023,5.0,7.8775787,4.811875
5024,5.0,8.874225,4.891037
5025,5.0,8.049671,4.891037
5026,5.0,8.874225,4.891037
5027,5.0,8.857265,4.891037
5028,5.0,6.428951,4.891037
5029,5.0,8.874225,4.891037
5030,5.0,8.874225,4.891037
5031,5.0,8.329338,4.8907857
5032,5.0,6.4174623,5.148829
5033,5.0,7.178263,5.011165
5034,5.0,7.6236625,4.821587
5035,5.0,8.874225,4.891037
5036,5.0,7.8052607,4.891037
5037,5.0,6.328958,4.891037
5038,5.0,4.592668,4.568541
5039,5.0,8.377285,4.891037
5040,5.0,7.682093,4.8503065
5041,5.0,8.377055,4.891037
5042,5.0,8.049671,4.891037
5043,5.0,3.507793,4.862583
5044,5.0,8.874225,4.891037
5045,5.0,8.377285,4.891037
5046,5.0,4.563765,5.041801
5047,5.0,8.049671,4.891037
5048,5.0,5.479956,4.8440356
5049,5.0,8.874225,4.891037
5050,5.0,5.1853867,4.855594
5051,5.0,8.377285,4.891037
5052,5.0,7.447336,4.8877087
5053,5.0,8.874225,4.891037
5054,5.0,6.3773246,5.1669917
5055,5.0,5.5732365,4.891037
5056,5.0,2.6263356,3.7145157
5057,5.0,7.306286,4.891037
5058,5.0,5.617403,4.417172
5059,5.0,7.3081093,4.891213
5060,5.0,5.917193,4.83724
5061,5.0,7.609944,4.913922
5062,5.0,4.6441903,5.128476
5063,5.0,8.401607,4.893196
5064,5.0,8.377285,4.891037
5065,5.0,8.874225,4.891037
5066,5.0,8.874225,4.891037
5067,5.0,8.874225,4.891037
5068,5.0,6.7179317,4.932541
5069,5.0,8.874225,4.891037
5070,5.0,6.6012974,4.891037
5071,5.0,8.874225,4.891037
5072,5.0,6.5740137,4.9500217
5073,5.0,6.679229,4.9237537
5074,5.0,8.874225,4.891037
5075,5.0,8.377285,4.891037
5076,5.0,6.015847,4.946213
5077,5.0,5.7773457,5.1598587
5078,5.0,8.874225,4.891037
5079,5.0,3.23828,4.379168
5080,5.0,8.291514,4.8900566
5081,5.0,8.377285,4.891037
5082,5.0,6.69154,4.801617
5083,5.0,8.377285,4.891037
5084,5.0,8.874225,4.891037
5085,5.0,8.874225,4.891037
5086,5.0,8.049671,4.891037
5087,5.0,8.049671,4.891037
5088,5.0,7.3952,4.8729606
5089,5.0,8.377285,4.891037
5090,5.0,7.3571324,4.880129
5091,5.0,7.609944,4.891037
5092,5.0,8.874225,4.891037
5093,5.0,8.377285,4.891037
5094,5.0,4.787687,4.650895
5095,5.0,8.874225,4.891037
5096,5.0,5.3465824,5.00222
5097,5.0,7.57897,4.891037
5098,5.0,5.335388,4.8130913
5099,5.0,5.580926,4.8353558
5100,5.0,7.8052607,4.891037
5101,5.0,8.377285,4.891037
5102,5.0,8.319692,4.921037
5103,5.0,4.6024413,4.505354
5104,5.0,7.8052607,4.891037
5105,5.0,8.377285,4.891037
5106,5.0,8.377285,4.891037
5107,5.0,7.746472,5.113475
5108,5.0,7.498933,4.8150187
5109,5.0,2.662949,4.0307097
5110,5.0,8.874225,4.891037
5111,5.0,6.7376075,4.8920994
5112,5.0,8.874225,4.891037
5113,5.0,8.049671,4.891037
5114,5.0,6.53997,4.8627014
5115,5.0,6.813187,4.8141313
5116,5.0,8.874225,4.891037
5117,5.0,5.274381,4.853806
5118,5.0,6.141382,5.193706
5119,5.0,7.447848,4.8911314
5120,5.0,7.1862335,4.891037
5121,5.0,7.308042,4.891037
5122,5.0,7.855468,4.8930287
5123,5.0,4.577118,4.877802
5124,5.0,5.112511,4.6277423
5125,5.0,5.971633,4.891037
5126,5.0,7.609944,4.891037
5127,5.0,7.308042,4.891037
5128,5.0,8.049671,4.891037
5129,5.0,3.3424761,4.4365773
5130,5.0,6.7315807,4.8539395
5131,5.0,7.480136,4.7330837
5132,5.0,8.049671,4.881831
5133,5.0,8.874225,4.891037
5134,5.0,6.896283,4.901207
5135,5.0,8.874225,4.891037
5136,5.0,8.874225,4.891037
5137,5.0,7.8052607,4.891037
5138,5.0,7.524853,4.796125
5139,5.0,8.874225,4.891037
5140,5.0,8.874225,4.891037
5141,5.0,7.1862335,4.891037
5142,5.0,8.377294,4.891037
5143,5.0,8.377285,4.89106
5144,5.0,7.609944,4.891037
5145,5.0,8.874225,4.891037
5146,5.0,8.293568,4.8841887
5147,5.0,8.874225,4.891037
5148,5.0,4.6688204,4.7346487
5149,5.0,8.377279,4.891037
5150,5.0,7.8052607,4.891037
5151,5.0,7.2725887,4.929548
5152,5.0,7.8052607,4.891037
5153,5.0,8.874225,4.891037
5154,5.0,8.874225,4.891037
5155,5.0,6.9805093,4.891037
5156,5.0,5.5331645,4.8663964
5157,5.0,8.377285,4.891037
5158,5.0,7.783165,4.891037
5159,5.0,5.435296,5.03528
5160,5.0,6.555577,4.8017344
5161,5.0,7.776396,4.8277187
5162,5.0,8.874225,4.891037
5163,5.0,7.246546,4.966455
5164,5.0,7.5636044,4.9451756
5165,5.0,8.874225,4.891037
5166,5.0,8.874225,4.891037
5167,5.0,7.5593476,4.7947874
5168,5.0,7.308042,4.891037
5169,5.0,8.874225,4.891037
5170,5.0,8.874225,4.891037
5171,5.0,7.516484,4.8695765
5172,5.0,5.985185,4.8149953
5173,5.0,8.377285,4.891037
5174,5.0,7.285983,4.955827
5175,5.0,5.040942,4.838744
5176,5.0,6.5109596,4.805115
5177,5.0,7.2340355,4.936537
5178,5.0,6.1489134,4.860776
5179,5.0,8.377285,4.891037
5180,5.0,6.813245,4.8170433
5181,5.0,8.874225,4.891037
5182,5.0,8.049671,4.891037
5183,5.0,7.9151244,4.8289948
5184,5.0,8.377285,4.891037
5185,5.0,8.377285,4.891037
5186,5.0,6.8919454,4.891037
5187,5.0,8.874225,4.891037
5188,5.0,2.0358908,3.84554
5189,5.0,2.937842,4.6205835
5190,5.0,7.8041964,4.891037
5191,5.0,7.397313,4.863459
5192,5.0,6.4369607,4.755383
5193,5.0,5.281557,5.015428
5194,5.0,6.7659864,4.7798176
5195,5.0,8.874225,4.891037
5196,5.0,8.0510645,4.891037
5197,5.0,8.874225,4.891037
5198,5.0,8.874225,4.891037
5199,5.0,7.308042,4.891037
5200,5.0,6.969391,4.8839087
5201,5.0,3.9635065,4.5554295
5202,5.0,7.447336,4.891037
5203,5.0,2.87777,3.9616992
5204,5.0,4.585529,4.6875424
5205,5.0,8.874225,4.891037
5206,5.0,4.818771,4.53713
5207,5.0,8.874225,4.891037
5208,5.0,7.6123047,4.8902116
5209,5.0,8.049671,4.891037
5210,5.0,7.424806,4.8750863
5211,5.0,6.0272565,4.891037
5212,5.0,7.0240955,4.8978972
5213,5.0,7.435669,4.7697363
5214,5.0,8.874225,4.891037
5215,5.0,5.5999937,4.831415
5216,5.0,7.019884,4.790539
5217,5.0,6.761799,4.8689046
5218,5.0,5.6534905,5.111325
5219,5.0,4.1277657,4.6243525
5220,5.0,7.8052607,4.891037
5221,5.0,5.985333,5.0205703
5222,5.0,6.5619154,4.8149624
5223,5.0,8.874225,4.891037
5224,5.0,5.980609,4.891037
5225,5.0,8.874225,4.891037
5226,5.0,6.118762,4.928192
5227,5.0,8.874215,4.891037
5228,5.0,4.327719,4.8398113
5229,5.0,8.377285,4.891037
5230,5.0,6.6586337,4.8933835
5231,5.0,8.874225,4.891037
5232,5.0,8.377285,4.891037
5233,5.0,8.874225,4.891037
5234,5.0,7.8052607,4.891037
5235,5.0,4.5369997,5.200561
5236,5.0,8.874225,4.891037
5237,5.0,8.874225,4.891037
5238,5.0,7.8052607,4.891037
5239,5.0,7.308042,4.891774
5240,5.0,2.2985086,3.6510568
5241,5.0,4.9580245,4.709137
5242,5.0,7.3994584,4.891037
5243,5.0,6.3628764,4.8611627
5244,5.0,7.447336,4.891037
5245,5.0,8.049671,4.891037
5246,5.0,6.030897,4.7457824
5247,5.0,7.609944,4.891037
5248,5.0,8.781179,4.928118
5249,5.0,8.874225,4.891037
5250,5.0,7.609944,4.891037
5251,5.0,8.377285,4.891037
5252,5.0,8.874225,4.891037
5253,5.0,5.8117986,4.8064246
5254,5.0,7.1862335,4.891037
5255,5.0,8.049517,4.891037
5256,5.0,8.874225,4.891037
5257,5.0,8.377285,4.891037
5258,5.0,7.308042,4.844602
5259,5.0,7.354746,4.9198875
5260,5.0,6.8038836,4.891037
5261,5.0,8.146672,5.01454
5262,5.0,8.874225,4.891037
5263,5.0,8.874225,4.891037
5264,5.0,8.874225,4.891037
5265,5.0,4.0937657,5.0036654
5266,5.0,7.3969116,4.846512
5267,5.0,8.874225,4.891037
5268,5.0,7.609944,4.891037
5269,5.0,7.8052607,4.891037
5270,5.0,8.02994,4.885789
5271,5.0,8.874225,4.891037
5272,5.0,6.9425397,4.8849373
5273,5.0,3.8869565,4.6321473
5274,5.0,8.377285,4.891037
5275,5.0,8.472671,4.96777
5276,5.0,7.8052607,4.891037
5277,5.0,7.0396895,4.9300847
5278,5.0,6.269454,4.889819
5279,5.0,7.609944,4.891037
5280,5.0,8.373715,4.891037
5281,5.0,8.049671,4.891037
5282,5.0,7.8057423,4.9462786
5283,5.0,7.609944,4.891037
5284,5.0,8.874225,4.891037
5285,5.0,7.1889353,4.9565735
5286,5.0,8.812254,4.875619
5287,5.0,5.051094,4.75188
5288,5.0,4.6202836,4.860874
5289,5.0,6.2894616,4.776
5290,5.0,4.6612816,4.7924657
5291,5.0,6.329728,4.8612432
5292,5.0,8.874225,4.891037
5293,5.0,7.1605287,4.924395
5294,5.0,8.377285,4.891037
5295,5.0,8.874225,4.891037
5296,5.0,8.874225,4.891037
5297,5.0,4.630736,4.4088383
5298,5.0,5.9627757,4.9516277
5299,5.0,6.9805093,4.891037
5300,5.0,7.138944,4.764487
5301,5.0,8.874225,4.891037
5302,5.0,8.377285,4.891037
5303,5.0,5.405849,4.8808537
5304,5.0,8.874225,4.891037
5305,5.0,7.202185,4.86275
5306,5.0,8.874225,4.891037
5307,5.0,4.4317436,5.1318827
5308,5.0,5.965325,4.7416506
5309,5.0,5.091506,4.6167183
5310,5.0,8.874225,4.891037
5311,5.0,3.2427366,4.256827
5312,5.0,6.342187,4.9071
5313,5.0,7.308042,4.891037
5314,5.0,8.377302,4.891037
5315,5.0,8.049671,4.891037
5316,5.0,8.386033,4.973211
5317,5.0,6.32965,5.0328803
5318,5.0,4.2168074,4.774725
5319,5.0,8.874225,4.891037
5320,5.0,8.874225,4.891037
5321,5.0,3.786092,4.6097155
5322,5.0,7.8052607,4.891037
5323,5.0,8.874225,4.891037
5324,5.0,7.8052607,4.891037
5325,5.0,7.8052607,4.891037
5326,5.0,7.8052607,4.891037
5327,5.0,4.5647173,4.5266247
5328,5.0,7.035224,4.7391834
5329,5.0,8.377285,4.891037
5330,5.0,5.2220335,5.162949
5331,5.0,5.751753,4.7771425
5332,5.0,8.874225,4.891037
5333,5.0,8.874225,4.891037
5334,5.0,8.049671,4.891037
5335,5.0,7.447336,4.891037
5336,5.0,8.049706,4.89111
5337,5.0,5.6170835,4.8908253
5338,5.0,8.874225,4.891037
5339,5.0,7.8052607,4.891037
5340,5.0,7.2270737,4.8434277
5341,5.0,8.049671,4.891037
5342,5.0,6.377675,4.891037
5343,5.0,8.874225,4.891037
5344,5.0,8.377285,4.891037
5345,5.0,4.098194,4.612313
5346,5.0,8.874225,4.891037
5347,5.0,8.049671,4.891037
5348,5.0,8.874225,4.891037
5349,5.0,6.8984876,4.867584
5350,5.0,8.16769,5.05524
5351,5.0,6.9514446,4.908475
5352,5.0,3.104875,4.402501
5353,5.0,8.874225,4.891037
5354,5.0,7.8052607,4.891037
5355,5.0,5.1185074,4.655356
5356,5.0,4.8418202,5.0290475
5357,5.0,4.691147,4.939404
5358,5.0,8.874225,4.891037
5359,5.0,8.874225,4.891037
5360,5.0,6.8098593,4.891037
5361,5.0,3.8907502,5.06496
5362,5.0,7.447336,4.891037
5363,5.0,8.049671,4.891037
5364,5.0,8.377285,4.891037
5365,5.0,3.0762153,4.3348694
5366,5.0,8.02095,4.891037
5367,5.0,8.874225,4.891037
5368,5.0,7.447336,4.8953004
5369,5.0,5.689382,5.0113015
5370,5.0,8.377285,4.891037
5371,5.0,8.874225,4.891037
5372,5.0,3.9798253,4.9922495
5373,5.0,4.9473453,4.7021465
5374,5.0,8.377285,4.891037
5375,5.0,7.609944,4.891037
5376,5.0,7.609944,4.891037
5377,5.0,5.565924,4.9847918
5378,5.0,8.377285,4.891037
5379,5.0,7.432385,4.891037
5380,5.0,8.874225,4.891037
5381,5.0,8.874225,4.891037
5382,5.0,7.006275,4.588414
5383,5.0,8.874225,4.891037
5384,5.0,5.280905,4.8366046
5385,5.0,8.874225,4.891037
5386,5.0,6.6662335,4.891037
5387,5.0,4.7837977,4.8424454
5388,5.0,8.377285,4.891037
5389,5.0,8.874225,4.891037
5390,5.0,7.797466,4.888806
5391,5.0,3.8413107,4.1696105
5392,5.0,5.440161,4.672587
5393,5.0,8.867042,4.8073606
5394,5.0,7.8052607,4.891037
5395,5.0,6.316634,4.8766894
5396,5.0,8.068633,4.924981
5397,5.0,8.377285,4.891037
5398,5.0,5.5780067,4.872419
5399,5.0,3.1808946,4.56003
5400,5.0,7.1363006,4.891037
5401,5.0,5.9625664,4.8782353
5402,5.0,6.505932,5.348375
5403,5.0,5.955715,4.7093606
5404,5.0,7.6019125,4.9546156
5405,5.0,7.8052607,4.891037
5406,5.0,8.049671,4.891037
5407,5.0,7.751137,4.887729
5408,5.0,4.5843077,4.705383
5409,5.0,4.4563456,5.0423527
5410,5.0,8.049671,4.891037
5411,5.0,7.798716,4.886449
5412,5.0,8.874225,4.891037
5413,5.0,7.0586076,5.1005945
5414,5.0,8.957731,5.1150603
5415,5.0,5.186983,4.8406754
5416,5.0,3.635673,4.747733
5417,5.0,7.1283827,4.9118323
5418,5.0,8.049671,4.891037
5419,5.0,6.229523,4.918507
5420,5.0,7.9626174,4.8810945
5421,5.0,8.377285,4.891037
5422,5.0,7.609944,4.891037
5423,5.0,8.874225,4.891037
5424,5.0,5.598827,4.7940288
5425,5.0,6.980487,4.891037
5426,5.0,8.874225,4.891037
5427,5.0,6.5016294,4.81228
5428,5.0,7.451271,4.899899
5429,5.0,7.8052607,4.891037
5430,5.0,8.874225,4.891037
5431,5.0,8.874225,4.891037
5432,5.0,8.874225,4.891037
5433,5.0,6.422062,4.887984
5434,5.0,1.9958451,4.0611615
5435,5.0,5.8402257,4.789826
5436,5.0,6.513826,4.8908715
5437,5.0,8.049671,4.891037
5438,5.0,6.0527616,4.916155
5439,5.0,8.377285,4.891037
5440,5.0,8.049671,4.891037
5441,5.0,8.874225,4.891037
5442,5.0,7.790558,4.8903337
5443,5.0,8.874225,4.891037
5444,5.0,7.7127194,5.041813
5445,5.0,8.874225,4.891037
5446,5.0,6.2974057,4.885442
5447,5.0,8.377285,4.891037
5448,5.0,4.998775,4.7447567
5449,5.0,6.706218,5.0115314
5450,5.0,7.385719,4.721655
5451,5.0,8.049671,4.891037
5452,5.0,4.6739683,4.731946
5453,5.0,8.874225,4.891037
5454,5.0,1.7310811,3.5137932
5455,5.0,7.4906516,4.935117
5456,5.0,6.6385436,4.8797264
5457,5.0,3.5804045,4.821973
5458,5.0,6.4783807,4.811306
5459,5.0,5.8215537,4.891037
5460,5.0,8.874225,4.891037
5461,5.0,5.795599,5.0518594
5462,5.0,8.049671,4.891037
5463,5.0,5.1725626,4.9592156
5464,5.0,5.0458155,4.866962
5465,5.0,8.049671,4.891037
5466,5.0,5.404754,4.7680397
5467,5.0,5.7669253,5.0233974
5468,5.0,7.59967,4.8782096
5469,5.0,6.3907685,4.9068046
5470,5.0,6.1353464,4.871225
5471,5.0,8.377285,4.891037
5472,5.0,5.7695312,4.8918343
5473,5.0,8.874225,4.891037
5474,5.0,8.377285,4.891037
5475,5.0,7.4437294,4.891037
5476,5.0,8.049671,4.891037
5477,5.0,8.874225,4.891037
5478,5.0,7.225285,4.871494
5479,5.0,7.447854,4.891037
5480,5.0,7.8052607,4.891037
5481,5.0,6.0387883,4.891037
5482,5.0,8.049671,4.891037
5483,5.0,7.916509,4.841727
5484,5.0,6.411873,5.097539
5485,5.0,8.07386,4.9399695
5486,5.0,3.9311948,4.1314874
5487,5.0,8.377285,4.891037
5488,5.0,6.653046,4.8761716
5489,5.0,8.298952,4.8825283
5490,5.0,8.874233,4.912586
5491,5.0,7.006233,4.8379455
5492,5.0,6.328958,4.891037
5493,5.0,7.804134,4.891037
5494,5.0,4.652384,4.659976
5495,5.0,7.1862335,4.891037
5496,5.0,7.1890726,4.8131385
5497,5.0,8.020275,4.8767047
5498,5.0,4.847241,5.0997987
5499,5.0,6.8478413,4.868786
5500,5.0,7.861841,4.9169164
5501,5.0,8.049671,4.891037
5502,5.0,8.377285,4.891037
5503,5.0,5.794176,5.067936
5504,5.0,8.377285,4.891037
5505,5.0,8.874225,4.891037
5506,5.0,8.874225,4.891037
5507,5.0,7.447336,4.891037
5508,5.0,3.2448418,4.1338253
5509,5.0,6.500377,4.8837123
5510,5.0,8.874225,4.891037
5511,5.0,8.874225,4.891037
5512,5.0,4.6177006,4.9538045
5513,5.0,6.168171,4.8278413
5514,5.0,7.1770988,4.901947
5515,5.0,8.874225,4.891037
5516,5.0,5.6174545,4.8445497
5517,5.0,6.048268,4.531641
5518,5.0,7.8052607,4.891037
5519,5.0,8.874225,4.891037
5520,5.0,8.874225,4.891037
5521,5.0,7.447336,4.891037
5522,5.0,7.8052607,4.891037
5523,5.0,8.874225,4.891037
5524,5.0,8.874225,4.891037
5525,5.0,8.874225,4.891037
5526,5.0,4.5955415,5.2162066
5527,5.0,5.088256,5.027554
5528,5.0,7.8052607,4.891037
5529,5.0,6.8707232,4.8910046
5530,5.0,8.377285,4.891037
5531,5.0,4.9046054,4.6943636
5532,5.0,7.105622,4.9989934
5533,5.0,6.244518,4.7750435
5534,5.0,8.874225,4.891037
5535,5.0,7.154591,4.928286
5536,5.0,8.874225,4.891037
5537,5.0,8.874251,4.9027567
5538,5.0,6.282554,4.891037
5539,5.0,7.9443026,4.8934746
5540,5.0,8.377285,4.891037
5541,5.0,8.049671,4.891037
5542,5.0,8.377285,4.891037
5543,5.0,6.7079563,4.874373
5544,5.0,7.077943,4.891037
5545,5.0,7.96636,5.152203
5546,5.0,6.107911,4.68029
5547,5.0,8.874225,4.891037
5548,5.0,5.962573,4.4415035
5549,5.0,7.8052607,4.891037
5550,5.0,6.408277,5.0071445
5551,5.0,6.046524,5.08241
5552,5.0,6.0580153,4.790008
5553,5.0,6.831656,4.8857136
5554,5.0,4.2669086,4.0905323
5555,5.0,3.8634162,4.497316
5556,5.0,7.673846,4.841727
5557,5.0,6.154877,4.8183684
5558,5.0,8.874225,4.891037
5559,5.0,7.4466276,4.8743267
